13,CPLEX Default,lunghezza crescente,score somma crescente,score medio crescente,lunghezza crescente duplicati in cima,score somma crescente duplicati in cima,score medio crescente duplicati in cima,lunghezza decrescente,score somma decrescente,score medio decrescente,lunghezza decrescente duplicati in cima,score somma decrescente duplicati in cima,score medio decrescente duplicati in cima
../Dataset/ReducedLP/scpd1_reduced.lp,0.458614,0.48680200000000007,0.9271809999999999,0.492753,0.49438000000000004,0.495752,0.49135200000000007,0.49593400000000004,0.499391,0.49640200000000007,0.503147,0.491709,0.49092299999999994
../Dataset/ReducedLP/scpd1_reduced.lp,0.460355,0.48264700000000005,0.48795200000000005,0.480049,0.479836,0.479771,0.479156,0.48691899999999994,0.491385,0.48152,0.483171,0.488832,0.489425
../Dataset/ReducedLP/scpd1_reduced.lp,0.404586,0.428879,0.435942,0.41968,0.439609,0.44310900000000003,0.442471,0.42750900000000003,0.420897,0.42128999999999994,0.429605,0.428983,0.433835
../Dataset/ReducedLP/scpd1_reduced.lp,0.448625,0.479498,0.485303,0.483158,0.48216800000000004,0.482125,0.476342,0.480134,0.488098,0.481171,0.479254,0.48458199999999996,0.48021800000000003
../Dataset/ReducedLP/scpd2_reduced.lp,1.475644,1.420703,1.118778,1.14088,1.090766,1.090276,1.085489,1.080662,1.086468,1.109002,1.079983,2.076533,2.07192
../Dataset/ReducedLP/scpd2_reduced.lp,2.065394,1.099443,1.166324,1.00805,0.9987370000000001,1.000723,0.998368,0.9880209999999999,0.9843059999999999,1.0506209999999998,0.995525,0.991555,0.994783
../Dataset/ReducedLP/scpd2_reduced.lp,0.883632,0.9819260000000001,0.9765360000000001,0.959577,0.988175,1.898463,1.89724,0.9798540000000001,0.957324,0.960514,1.015759,1.014842,1.0195370000000001
../Dataset/ReducedLP/scpd2_reduced.lp,0.8729459999999999,0.957774,0.979342,1.0061790000000002,0.966334,0.9668260000000001,0.967031,0.9582450000000001,0.94839,0.9453719999999999,0.9761700000000001,0.975131,0.9804440000000001
../Dataset/ReducedLP/scpd2_reduced.lp,0.933417,0.996001,0.9816739999999999,0.972506,0.9313110000000001,0.928999,0.931225,1.029146,1.009576,1.006357,0.9697629999999999,0.9738700000000001,0.9678680000000001
../Dataset/ReducedLP/scpd2_reduced.lp,1.842847,1.112715,1.89673,2.028644,1.080966,2.069345,2.070929,1.1083049999999999,1.029223,1.1408459999999998,0.9952639999999999,1.009989,1.000097
../Dataset/ReducedLP/scpd2_reduced.lp,0.96979,1.025503,1.919327,1.011873,0.9818790000000001,0.9849979999999999,1.006734,1.012635,0.988506,1.009104,1.0351709999999998,1.036667,1.0419450000000001
../Dataset/ReducedLP/scpd2_reduced.lp,0.8439260000000001,0.9914219999999999,0.885589,0.993144,0.906517,0.911156,0.9250659999999999,1.0049350000000001,0.88818,0.8827309999999999,0.997088,1.004899,1.005524
../Dataset/ReducedLP/scpd2_reduced.lp,0.858978,1.0756,1.014401,1.001393,0.972016,0.988072,0.9724209999999999,1.0516450000000002,1.0910739999999999,1.0272700000000001,1.1296680000000001,1.140003,1.138738
../Dataset/ReducedLP/scpd2_reduced.lp,1.009542,1.079547,1.048759,1.0902479999999999,1.09745,1.094867,1.099418,1.120943,1.105024,1.074336,1.0708309999999999,1.074047,1.074602
../Dataset/ReducedLP/scpd3_reduced.lp,1.496572,1.0578809999999998,0.900389,1.453149,0.739405,0.744013,0.739903,0.773284,0.785039,0.773093,0.8198190000000001,1.568843,1.569593
../Dataset/ReducedLP/scpd3_reduced.lp,1.439204,0.783044,0.814044,0.940328,0.785867,0.791021,0.7916890000000001,0.799339,0.761309,0.771258,0.843844,0.8537620000000001,0.8482280000000001
../Dataset/ReducedLP/scpd3_reduced.lp,1.317382,0.7967569999999999,0.775108,0.75765,0.761023,1.453571,1.455286,0.773541,0.777794,0.7413069999999999,0.794061,0.7921560000000001,0.790451
../Dataset/ReducedLP/scpd3_reduced.lp,0.707292,0.7508020000000001,0.748005,0.8489620000000001,0.7287600000000001,0.7333029999999999,0.731871,0.775692,0.736984,0.740683,0.736594,0.731759,0.733483
../Dataset/ReducedLP/scpd3_reduced.lp,0.714921,0.749484,0.773807,0.756285,0.796265,0.796837,0.794484,0.77408,0.7492260000000001,0.754013,0.8242139999999999,0.828525,0.8252379999999999
../Dataset/ReducedLP/scpd3_reduced.lp,1.152499,0.773313,1.3743319999999999,1.383765,0.7416550000000001,1.413245,1.414452,0.696492,0.69963,0.732138,0.749533,0.754677,0.754976
../Dataset/ReducedLP/scpd3_reduced.lp,0.751931,0.7712979999999999,0.742892,1.459288,0.8334159999999999,0.838619,0.8361860000000001,0.775059,0.74647,0.779384,0.750462,0.754208,0.752854
../Dataset/ReducedLP/scpd3_reduced.lp,0.673473,0.766989,0.744089,0.73697,0.797097,0.804621,0.798469,0.7260989999999999,0.7375649999999999,0.725278,0.7318060000000001,0.7385189999999999,0.733861
../Dataset/ReducedLP/scpd3_reduced.lp,0.720062,0.7570279999999999,0.751217,0.755273,0.7629130000000001,0.7726810000000001,0.765329,0.7706529999999999,0.773857,0.7698699999999999,0.758038,0.763545,0.7625029999999999
../Dataset/ReducedLP/scpd3_reduced.lp,0.7675390000000001,0.773547,0.771727,0.762043,0.816656,0.814396,0.813191,0.780439,0.811225,0.792374,0.785458,0.78263,0.78477
../Dataset/ReducedLP/scpd4_reduced.lp,0.610991,1.20356,0.806908,0.825342,0.7919689999999999,0.787614,0.7959890000000001,0.845168,0.641079,0.74851,0.8833030000000001,1.6830009999999997,1.685452
../Dataset/ReducedLP/scpd4_reduced.lp,0.5398430000000001,0.57487,0.584654,0.571149,0.5912729999999999,0.596083,0.596302,0.579765,0.5920350000000001,0.5599850000000001,0.587531,0.614119,0.58704
../Dataset/ReducedLP/scpd4_reduced.lp,0.636706,0.748844,0.778488,0.739792,0.721268,1.369833,1.370313,0.754031,0.74247,0.637729,0.9429350000000001,0.9428040000000001,0.94658
../Dataset/ReducedLP/scpd4_reduced.lp,0.5604319999999999,0.620579,0.6059260000000001,0.6180100000000001,0.616174,0.609865,0.613039,0.61845,0.603482,0.608668,0.615525,0.6158319999999999,0.616653
../Dataset/ReducedLP/scpd4_reduced.lp,0.62655,0.689915,0.6716270000000001,0.690592,0.662637,0.66356,0.668221,0.668701,0.672192,0.664722,0.700346,0.693577,0.693922
../Dataset/ReducedLP/scpd4_reduced.lp,1.396409,0.647353,1.2293379999999998,1.22993,0.652151,1.250636,1.2496770000000001,0.651932,0.658342,0.662925,0.654115,0.659704,0.661288
../Dataset/ReducedLP/scpd4_reduced.lp,0.666682,0.729992,0.737488,0.724643,0.71299,0.720804,0.715849,0.727928,0.7502340000000001,0.701515,0.713227,0.7139850000000001,0.713175
../Dataset/ReducedLP/scpd4_reduced.lp,0.579721,0.627074,0.616609,0.618682,0.6207699999999999,0.61978,0.621056,0.608286,0.624668,0.617842,0.6112890000000001,0.612062,0.6180260000000001
../Dataset/ReducedLP/scpd4_reduced.lp,0.765203,0.788197,0.76761,0.745628,0.689248,0.6917800000000001,0.692657,0.8723989999999999,0.813017,0.708371,0.696721,0.697753,0.693499
../Dataset/ReducedLP/scpd4_reduced.lp,0.58007,0.6481640000000001,0.65968,0.645155,0.645413,0.648838,0.651366,0.655443,0.643238,0.648958,0.655989,0.66045,0.6587069999999999
../Dataset/ReducedLP/scpnre1_reduced.lp,13.526487,17.188710999999998,14.646268,15.070229999999999,18.52252,18.59056,18.612237,16.93037,16.982757,15.308519,17.444856,33.740909,17.427414000000002
../Dataset/ReducedLP/scpnre1_reduced.lp,25.274235,14.317597,13.87455,15.272449,14.797787,14.78254,14.784710999999998,16.615776999999998,15.354823999999999,15.265822,14.661854,14.625565,14.613738
../Dataset/ReducedLP/scpnre1_reduced.lp,25.313798,16.131401999999998,14.896016,13.780031,17.363007,33.606334000000004,33.533376000000004,16.617379,15.801688,15.345218,13.33554,13.325254999999999,13.320539000000002
../Dataset/ReducedLP/scpnre1_reduced.lp,12.846271,13.837326000000001,14.634794,13.769515,16.118744,16.152779000000002,16.177308,15.628679,14.733975,14.629342999999999,13.518072,13.533707999999999,13.520014999999999
../Dataset/ReducedLP/scpnre1_reduced.lp,13.556913,15.54265,14.68634,13.714313,14.800385999999998,14.792402,14.829238,15.31856,14.065863,14.599847,14.679685000000001,14.733951999999999,14.690835
../Dataset/ReducedLP/scpnre1_reduced.lp,14.553582999999998,16.797465,32.247596,15.387620000000002,16.12313,31.140282,31.114853999999998,14.917202,14.546334,13.999374,14.443562,14.474389000000002,14.494462
../Dataset/ReducedLP/scpnre1_reduced.lp,14.278467,16.542773,29.56734,14.635036999999999,15.741388,15.742637,15.716712,15.072719000000001,15.102098000000002,14.97739,14.650263,14.665034,14.698726999999998
../Dataset/ReducedLP/scpnre1_reduced.lp,14.12808,15.549275,14.181951000000002,16.52526,15.560096,15.586445000000001,15.632403,15.816691,14.722705,14.569042000000001,15.271532,15.324791000000001,15.362339000000002
../Dataset/ReducedLP/scpnre1_reduced.lp,15.546692000000002,14.083385999999999,15.250898999999999,14.768958999999999,16.670298000000003,16.633271,16.668819,17.070198,15.817476000000001,13.403391000000001,14.902142999999999,14.937519,14.939142000000002
../Dataset/ReducedLP/scpnre1_reduced.lp,12.625503,13.821589999999999,13.583098000000001,15.408554999999998,13.931168,13.965010000000001,13.997473999999999,15.004809,14.284165,12.915536999999999,13.588187,13.559747,13.577245000000001
../Dataset/ReducedLP/scpnre2_reduced.lp,184.243254,245.549409,138.818952,116.012758,131.58472700000002,81.132302,158.707382,217.01148799999999,198.59411,122.437881,113.92825500000001,226.80808399999998,123.597641
../Dataset/ReducedLP/scpnre2_reduced.lp,236.663566,163.83959099999998,155.18386999999998,161.664404,103.694247,191.129166,107.47826599999999,233.327491,168.923834,217.319825,201.162395,223.78198799999998,227.35471099999998
../Dataset/ReducedLP/scpnre2_reduced.lp,166.51833100000005,116.922354,211.83222200000003,186.64315,98.67004,189.747452,98.653915,83.512479,129.67875800000002,116.272403,181.660678,190.018667,98.63918100000001
../Dataset/ReducedLP/scpnre2_reduced.lp,165.86448700000003,219.942304,121.395389,206.620484,176.680116,111.27103000000001,174.94673500000002,122.80377,259.279211,93.495103,208.477198,134.514568,172.345866
../Dataset/ReducedLP/scpnre2_reduced.lp,159.970849,184.02955,204.716758,184.091421,131.60153799999998,132.003084,130.960475,198.35511100000002,95.59402299999999,242.48529900000003,120.551203,123.87765300000001,120.49038
../Dataset/ReducedLP/scpnre2_reduced.lp,57.562387,183.109624,81.537775,321.689458,174.560724,175.269147,293.29726800000003,140.749772,205.828936,130.300928,129.032838,129.239586,129.862313
../Dataset/ReducedLP/scpnre2_reduced.lp,117.498866,185.559438,54.478483999999995,355.949371,92.06846,167.237028,91.822998,119.92641100000002,216.60566,146.235533,199.385205,109.404894,189.24874599999998
../Dataset/ReducedLP/scpnre2_reduced.lp,137.236992,152.890893,84.745192,40.679998,100.795694,156.629085,52.556323,97.43798000000001,147.093371,73.275214,55.93180699999999,131.592475,38.175626
../Dataset/ReducedLP/scpnre2_reduced.lp,96.396807,187.219217,71.643295,180.708048,139.99608899999998,184.889374,137.323478,209.540089,125.379456,179.107276,250.383805,204.418485,245.21323700000002
../Dataset/ReducedLP/scpnre2_reduced.lp,185.008111,206.10238,245.474847,152.966927,162.370405,163.690337,163.159883,216.640331,211.523642,144.160531,249.284791,220.74759300000002,248.878269
../Dataset/ReducedLP/scpnre3_reduced.lp,17.10829,7.087308999999999,7.078189999999999,13.379871,6.314918,6.35436,6.340123,6.54704,7.314195,28.302027000000002,7.379550999999999,14.356907999999999,7.3988059999999995
../Dataset/ReducedLP/scpnre3_reduced.lp,5.9451,9.212133999999999,6.83896,14.34791,6.645969,6.673571000000001,6.685185000000001,11.456245,24.052982,6.586561,7.097138,7.1358690000000005,7.150972
../Dataset/ReducedLP/scpnre3_reduced.lp,13.037253,6.755603,7.528132,7.355599000000001,19.259298,19.253071,19.243182,26.093267,14.706939000000002,24.030777,6.8438740000000005,6.869895,6.877832000000001
../Dataset/ReducedLP/scpnre3_reduced.lp,6.7219570000000015,12.559348,21.390129,6.907286,7.813619,7.844129,7.830921000000001,10.800448,34.11368,15.083866,19.300743,19.281214000000002,19.243252
../Dataset/ReducedLP/scpnre3_reduced.lp,8.200189,9.392549,7.47783,6.657836,6.546696,6.533226,6.551362999999999,7.063687,7.006075,11.615181,6.50804,6.529944,6.52871
