4,CPLEX Default,par = 1.5,par = 2.0,par = 5.0
../Dataset/ReducedLP/scpnre2_reduced.lp,117.49886599999999,2260.615372,2679.889674,3424.956712
../Dataset/ReducedLP/scpnre2_reduced.lp,184.243254,2591.7825780000007,2410.670876,1020.953342
../Dataset/ReducedLP/scpnre2_reduced.lp,57.562387,2101.313447,1154.242772,667.600044
../Dataset/ReducedLP/scpnre2_reduced.lp,166.51833100000005,1723.3095469999996,3059.098145,3130.139545
../Dataset/ReducedLP/scpnre2_reduced.lp,185.008111,1200.078607,1334.232824,3087.322363
../Dataset/ReducedLP/scpnre2_reduced.lp,165.86448700000003,3160.278777,1606.545217,1979.417636
../Dataset/ReducedLP/scpnre2_reduced.lp,96.396807,2811.788269,2216.450145,2833.917946
../Dataset/ReducedLP/scpnre2_reduced.lp,159.970849,2696.931825,2026.87486,2303.029564
../Dataset/ReducedLP/scpnre3_reduced.lp,6.936071000000001,78.86541,80.778421,102.054966
../Dataset/ReducedLP/scpnre3_reduced.lp,17.10829,143.785038,330.676587,68.294718
../Dataset/ReducedLP/scpnre3_reduced.lp,15.399602999999999,56.275128,239.539493,83.799696
../Dataset/ReducedLP/scpnre3_reduced.lp,5.9451,307.795291,361.27975,64.906981
../Dataset/ReducedLP/scpnre3_reduced.lp,6.7816600000000005,319.192893,332.628165,340.758263
../Dataset/ReducedLP/scpnre3_reduced.lp,13.037253,374.507077,90.670138,315.791923
../Dataset/ReducedLP/scpnre3_reduced.lp,22.868883,281.067209,57.39586800000001,175.338146
../Dataset/ReducedLP/scpnre3_reduced.lp,6.7219570000000015,86.366252,57.406046,57.61255500000001
../Dataset/ReducedLP/scpnre3_reduced.lp,7.489484,178.89168700000005,60.185763,344.721163
../Dataset/ReducedLP/scpnre3_reduced.lp,8.200189,364.04629,201.912391,323.230482
../Dataset/ReducedLP/scpnre4_reduced.lp,38.84329,800.129371,958.504949,515.366386
../Dataset/ReducedLP/scpnre4_reduced.lp,13.119596,446.896656,151.884268,399.278178
../Dataset/ReducedLP/scpnre4_reduced.lp,19.567059,576.529682,826.389551,393.95634
../Dataset/ReducedLP/scpnre4_reduced.lp,12.467913000000001,305.715866,277.702375,470.765827
../Dataset/ReducedLP/scpnre4_reduced.lp,36.129569000000004,514.1010190000002,526.554271,264.804836
../Dataset/ReducedLP/scpnre4_reduced.lp,63.41135300000001,656.642765,347.4473490000001,356.324044
../Dataset/ReducedLP/scpnre4_reduced.lp,33.054248,415.335074,364.188122,484.68964000000005
../Dataset/ReducedLP/scpnre4_reduced.lp,19.523320000000002,788.715496,185.568085,556.8143610000002
../Dataset/ReducedLP/scpnre4_reduced.lp,15.138562,161.694866,202.039364,399.520734
../Dataset/ReducedLP/scpnre4_reduced.lp,13.518360000000001,463.052618,389.198678,371.68759
../Dataset/ReducedLP/scpnre5_reduced.lp,5.036258,43.611565,40.160288,40.606233
../Dataset/ReducedLP/scpnre5_reduced.lp,4.703101,36.593634,35.88748,34.849244
../Dataset/ReducedLP/scpnre5_reduced.lp,5.238919999999999,35.216924,35.84138499999999,42.865999
../Dataset/ReducedLP/scpnre5_reduced.lp,4.651795,36.25755,35.559372,36.186077
../Dataset/ReducedLP/scpnre5_reduced.lp,4.6438190000000015,37.815421,39.013009,37.956584
../Dataset/ReducedLP/scpnre5_reduced.lp,8.652246,39.78628300000001,36.800935,35.34608400000001
../Dataset/ReducedLP/scpnre5_reduced.lp,4.454948,34.576952,38.745611,41.284734
../Dataset/ReducedLP/scpnre5_reduced.lp,4.901354,40.978927,36.926261,38.434325
../Dataset/ReducedLP/scpnre5_reduced.lp,4.558058,36.676397,39.78431,37.432739
../Dataset/ReducedLP/scpnre5_reduced.lp,4.54366,34.956457,33.040451000000004,34.356235
../Dataset/ReducedLP/scpnrf1_reduced.lp,10.946119,292.0025100000001,283.170329,323.334545
../Dataset/ReducedLP/scpnrf1_reduced.lp,10.745329,362.948916,374.483027,379.172933
../Dataset/ReducedLP/scpnrf1_reduced.lp,11.954162,311.376329,290.914607,317.764234
../Dataset/ReducedLP/scpnrf1_reduced.lp,12.256882000000001,264.096992,336.226721,334.379321
../Dataset/ReducedLP/scpnrf1_reduced.lp,10.909639,372.879384,329.587358,335.807759
../Dataset/ReducedLP/scpnrf1_reduced.lp,13.492889000000002,297.992921,277.451582,307.17455099999995
../Dataset/ReducedLP/scpnrf1_reduced.lp,13.711997,304.997074,273.94496000000004,317.088394
../Dataset/ReducedLP/scpnrf1_reduced.lp,11.620393,364.10081,322.874098,348.5252040000001
../Dataset/ReducedLP/scpnrf1_reduced.lp,10.764702999999999,273.033035,317.45405,314.89883
../Dataset/ReducedLP/scpnrf1_reduced.lp,12.321552,290.668019,306.289385,366.641374
../Dataset/ReducedLP/scpnrf2_reduced.lp,6.661983,179.69640900000005,158.58660600000005,165.531918
../Dataset/ReducedLP/scpnrf2_reduced.lp,7.203105,175.45386000000005,194.930107,168.90616799999995
../Dataset/ReducedLP/scpnrf2_reduced.lp,7.273211,171.454887,170.566027,159.651602
../Dataset/ReducedLP/scpnrf2_reduced.lp,6.729178999999999,183.432116,173.162854,164.381853
../Dataset/ReducedLP/scpnrf2_reduced.lp,6.446388,152.198752,162.5549,177.854722
../Dataset/ReducedLP/scpnrf2_reduced.lp,12.711297,170.387457,177.91478700000005,188.152174
../Dataset/ReducedLP/scpnrf2_reduced.lp,6.119349,138.59696599999998,151.39163100000005,147.105523
../Dataset/ReducedLP/scpnrf2_reduced.lp,6.819089999999999,143.25399099999996,141.239758,155.751661
../Dataset/ReducedLP/scpnrf2_reduced.lp,7.151145,140.95451200000005,168.34024,179.477191
../Dataset/ReducedLP/scpnrf2_reduced.lp,7.0551210000000015,174.112198,168.587374,190.854096
../Dataset/ReducedLP/scpnrf3_reduced.lp,3.4709209999999997,33.577549,62.051599,40.254962
../Dataset/ReducedLP/scpnrf3_reduced.lp,5.296876999999999,219.443452,50.72498,86.857649
../Dataset/ReducedLP/scpnrf3_reduced.lp,8.398074000000001,241.734064,262.066773,257.896105
../Dataset/ReducedLP/scpnrf3_reduced.lp,3.19636,35.467169,33.530505,35.89196
../Dataset/ReducedLP/scpnrf3_reduced.lp,3.310504,37.476509,37.204321,40.177833
../Dataset/ReducedLP/scpnrf3_reduced.lp,5.495189,126.040901,93.003923,203.861627
../Dataset/ReducedLP/scpnrf3_reduced.lp,3.7202839999999995,234.978388,99.854426,158.57634299999995
../Dataset/ReducedLP/scpnrf3_reduced.lp,4.248268,114.917507,34.557025,255.883926
../Dataset/ReducedLP/scpnrf3_reduced.lp,3.242931,34.441704,34.497701,35.758602
../Dataset/ReducedLP/scpnrf3_reduced.lp,5.846277,153.824804,150.660583,250.40585
../Dataset/ReducedLP/scpnrf4_reduced.lp,21.756427,496.359698,478.26452300000005,713.716723
../Dataset/ReducedLP/scpnrf4_reduced.lp,20.577622,533.3044570000002,559.0622,689.162178
../Dataset/ReducedLP/scpnrf4_reduced.lp,17.607744,531.464934,606.928677,1244.151901
../Dataset/ReducedLP/scpnrf4_reduced.lp,29.45325,573.287654,585.29581,692.543321
../Dataset/ReducedLP/scpnrf4_reduced.lp,21.060164999999998,803.86561,581.384964,679.706049
../Dataset/ReducedLP/scpnrf4_reduced.lp,19.530296,560.1895360000002,555.948628,727.32551
../Dataset/ReducedLP/scpnrf4_reduced.lp,19.375892,698.73985,975.090357,689.175324
