4,CPLEX Default,par = 1.5,par = 2.0,par = 5.0
../Dataset/ReducedLP/scpnrf4_reduced.lp,20.182270000000006,561.829559,888.048462,875.122007
../Dataset/ReducedLP/scpnrf4_reduced.lp,20.530682,474.991774,1380.5926470000004,544.575815
../Dataset/ReducedLP/scpnrf4_reduced.lp,21.626109,653.723247,612.879952,735.0414559999998
../Dataset/ReducedLP/scpnrf5_reduced.lp,18.352758,525.520748,650.5357240000002,428.129873
../Dataset/ReducedLP/scpnrf5_reduced.lp,24.897322,608.741076,3220.03245,902.827506
../Dataset/ReducedLP/scpnrf5_reduced.lp,20.541801,403.875672,4796.486409,799.174313
../Dataset/ReducedLP/scpnrf5_reduced.lp,54.69866500000001,470.735725,1581.643268,1374.358824
../Dataset/ReducedLP/scpnrf5_reduced.lp,22.226455,583.296025,666.815495,759.942338
../Dataset/ReducedLP/scpnrf5_reduced.lp,49.531196,3891.1721880000014,1055.97263,631.460225
../Dataset/ReducedLP/scpnrf5_reduced.lp,85.403847,899.36956,405.96283,675.459156
../Dataset/ReducedLP/scpnrf5_reduced.lp,20.838882,1144.129656,941.008563,1634.4702619999996
../Dataset/ReducedLP/scpnrf5_reduced.lp,17.425585,4887.204443,1211.863019,814.749644
../Dataset/ReducedLP/scpnrf5_reduced.lp,35.370503,540.775403,666.819462,594.6055309999998
../Dataset/ReducedLP/scpnrg1_reduced.lp,9588.003283,8180.909439,8675.341684,8007.266329999998
../Dataset/ReducedLP/scpnrg1_reduced.lp,3535.884633,6173.401241,6005.215376,7300.275015
../Dataset/ReducedLP/scpnrg1_reduced.lp,2615.202384,7064.595175,6273.74802,7596.959061
../Dataset/ReducedLP/scpnrg1_reduced.lp,2665.373143,5706.724524,7475.4710730000015,7761.907992
../Dataset/ReducedLP/scpnrg1_reduced.lp,3360.243376,8153.099590999998,7570.563043999998,6567.564509000002
../Dataset/ReducedLP/scpnrg1_reduced.lp,2640.668875,4954.740354,9842.804303,7610.652974
../Dataset/ReducedLP/scpnrg1_reduced.lp,3756.943247,8491.046596,8115.644848000001,9032.731828
../Dataset/ReducedLP/scpnrg1_reduced.lp,3012.764646,8384.123422,8587.514221,7957.073329000002
../Dataset/ReducedLP/scpnrg1_reduced.lp,3866.297373,9604.021274,6685.022658,10284.316079
../Dataset/ReducedLP/scpnrg1_reduced.lp,3009.463389,6380.048732,6319.729241,5055.622021
../Dataset/ReducedLP/scpnrg2_reduced.lp,470.19886900000006,1459.546274,2360.284798,1399.031281
../Dataset/ReducedLP/scpnrg2_reduced.lp,1772.566796,7023.57536,3012.379172,7691.874853
../Dataset/ReducedLP/scpnrg2_reduced.lp,1425.28558,2324.011306,2789.686208,4249.745992
../Dataset/ReducedLP/scpnrg2_reduced.lp,1685.938766,2091.813753,4239.074908,5102.299348
../Dataset/ReducedLP/scpnrg2_reduced.lp,1049.087207,1089.927692,1508.966834,923.581017
../Dataset/ReducedLP/scpnrg2_reduced.lp,402.161936,1590.892257,1155.721258,637.318438
../Dataset/ReducedLP/scpnrg2_reduced.lp,908.15437,2160.055866,937.59773,1248.083129
../Dataset/ReducedLP/scpnrg2_reduced.lp,1428.5248390000006,2744.537779,2206.588717,5852.123352000001
../Dataset/ReducedLP/scpnrg2_reduced.lp,2250.333229,4259.393263,4466.025343,4640.622554
../Dataset/ReducedLP/scpnrg2_reduced.lp,669.567861,1397.24489,1447.245504,827.305705
